_id,name,type,latitude,longitude
378655,Madrid,location,40.4165,-3.70256
378654,Madridejos,location,39.46823,-3.53196
430256,Madridanos,location,41.47967,-5.6046
378630,Las Rozas de Madrid,location,40.49292,-3.87371
314957,Madrid,airport,40.468257904052734,-3.5695650577545166
1002949,Madrid Chamartín,station,40.471184,-3.682807
1003193,Madrid Puerta De Atocha,station,40.406442,-3.690886
